epoch,train_loss,val_loss,lr,grad_norm,area,distA,distB,angleA,angleB,p99_distA,p99_distB,p99_angleA,p99_angleB,w_distA,w_distB,w_angleA,w_angleB
15.0,0.47378189523200565,0.3786609379525705,0.001,8.941002212323978,0.020902746087389856,0.1174837490740046,0.12605138517129616,0.10667293186523105,0.10267108303408404,0.20175397131686518,0.19283616894489544,0.16308501400184877,0.14798876348860746,2.9942769166665086,2.997639944352813,3.7252172839667232,3.6637149606786488
16.0,0.44314663908302787,0.4696457640708764,0.001,7.803991327004382,0.019811779214166717,0.11460572649431681,0.11819949249539592,0.10112522821086477,0.08940441266828379,0.19155904186905606,0.17923085570566816,0.15188106042126764,0.13749751017563777,2.9870599516459952,2.988117912952896,3.6159395552902085,3.4930035713351795
17.0,0.42462811183745097,0.3992436679936855,0.001,8.416309629197723,0.019678366575424888,0.1096343336738074,0.11147965230411408,0.09590675857286586,0.08792900071123871,0.18186707526838766,0.16462771401237264,0.15121896681560246,0.13249047452107723,2.9764882854204746,2.9757859210420174,3.5208476151781714,3.37051143662974
18.0,0.42268244379917075,0.3459196753155908,0.001,8.117689378203517,0.01935262851567402,0.10741258155771616,0.111744944389146,0.09599754252662931,0.08817474681000528,0.1718383159020694,0.16401929156028588,0.15173647054614467,0.1334552057015974,2.9592701954656606,2.975542769909509,3.53989944355133,3.386061770993879
19.0,0.4136061430297703,0.3705621460441189,0.001,7.85484117729143,0.018945570332346815,0.10601965930164997,0.10578952333797485,0.0960065595262753,0.0868448305315236,0.17528891916387665,0.16166200120919566,0.14556142410358633,0.13405838980839707,2.9713289627993955,2.9719410820730108,3.588583352929889,3.4024885566333114
20.0,0.3958639583289672,0.38610291659590074,0.001,8.377612957435844,0.018859063558267268,0.10533977858701081,0.10384589744512013,0.08989098352460338,0.07792823521396575,0.16391819667584584,0.14904461694801957,0.13796066586642175,0.12133757256143389,2.962046177509021,2.967009128704702,3.4009893004357186,3.207668986794229
21.0,0.3736526541300226,0.3024231180243784,0.001,7.645770054739631,0.018103229070770673,0.09868810439641132,0.0990001106913221,0.0826335966990903,0.0752276132724281,0.15743237925108894,0.15017784052073327,0.12726775171574106,0.11670362803992615,2.91701147166399,2.957263929438957,3.251322254293909,3.100883427739069
22.0,0.368283849739142,0.3149112271929346,0.001,6.823086001292151,0.017897857863166892,0.09813799054707525,0.09529511213537759,0.08217464663403438,0.07477824255948821,0.1584084300845974,0.14014410054518542,0.1318248254557501,0.12211374915518389,2.9327735774247063,2.9267532938114154,3.3139260748903263,3.1795155388754166
23.0,0.3827962388220917,0.3264164554408225,0.001,7.558583718434589,0.018518068718310417,0.10040932829726903,0.09858892697217089,0.08557383353040009,0.07970608130394095,0.15857776204950005,0.1478812794785671,0.12865885236219285,0.12709662302833039,2.939097655032341,2.9518593211919235,3.29691775073586,3.2494087175153408
24.0,0.36567592501614615,0.31328003438160046,0.001,7.771666876538147,0.018045214409881646,0.09609228060606581,0.09606914219703652,0.07848248987114233,0.07698679793202,0.15019818644686975,0.13965968763062073,0.12708456896567855,0.11958057484933184,2.9045162363934773,2.9315562543321256,3.227600035757207,3.1562020685944834
25.0,0.3569781411500665,0.31054042286213285,0.001,7.477084164091555,0.017244156364580685,0.09113890065691334,0.09241029648266831,0.07796694853388127,0.0782178391120227,0.1508621396942724,0.14159122754210968,0.1276387552237781,0.12533570889006074,2.901994946652871,2.904878968045892,3.2999730717792555,3.2236371034988873
26.0,0.34895241327706444,0.32682715396559786,0.001,6.981291527807786,0.0171150900440211,0.09104072831283108,0.09094232449566891,0.07525698097509122,0.07459728944945208,0.1497762721617887,0.136769908825931,0.12188781358712342,0.11902069669533126,2.8875116123409668,2.886280749619801,3.175496640321662,3.1205972620110423
27.0,0.3263704127475126,0.313157684667752,0.001,6.646252168117767,0.01655036593757451,0.08876038453557475,0.08749154460452185,0.06559297319746357,0.06797514447237765,0.13636415787837133,0.12513777929479283,0.10899777068317335,0.11054561066423281,2.8490976479766243,2.8588225699032224,2.9260032180526827,2.969751616327183
28.0,0.33894179859998264,0.35033508996607304,0.001,6.399553683359314,0.016796817580195904,0.09098107414796316,0.08726386852923675,0.07462954736946968,0.06927049097311719,0.13941553015379005,0.13487994325057942,0.11918118284870494,0.11393521034602024,2.8684743473289016,2.8696487905537866,3.1368209353130214,3.0211748181835985
29.0,0.33255449697853817,0.300417644861876,0.001,6.112625772415332,0.016441149733031398,0.08971161361553007,0.08523176425518735,0.07358560629790674,0.06758436307688273,0.14013652112161382,0.13504152322842353,0.11987621884294383,0.11222411233884759,2.890850837068862,2.8594387731195123,3.115697367347422,3.004532684462699
30.0,0.300221815742078,0.40711772378147915,0.001,6.221309116444196,0.015810337891885087,0.0833286717768365,0.0780897123895227,0.06415431275256941,0.058838780931264434,0.12425873155791803,0.11394379490319453,0.10456046559032159,0.0992556585028468,2.810787075448215,2.775046965921915,2.870753919250753,2.7851131700569356
31.0,0.3174866356768797,0.28603096252321913,0.001,6.416273634799146,0.015638653904578196,0.08484736727410946,0.08026892124211085,0.06917733353636984,0.06755435971971142,0.1297855456571869,0.12296517205667494,0.11736925188413197,0.11468713118322318,2.8210857901015007,2.7735717179438977,3.061489677678747,3.0163488994171472
32.0,0.3184027893500703,0.3458852220719435,0.001,6.3975752462708515,0.016019143082837455,0.08286865752786692,0.08029847873524262,0.07190695091197113,0.06730955909215211,0.13411607350584695,0.12726908589143748,0.12018524439483408,0.1134461917920074,2.8278507779266002,2.7831540834704795,3.1334340779528373,2.994415766767544
33.0,0.3160995141828334,0.25820726078815703,0.001,6.45409842893557,0.016398417122270168,0.08428351006246794,0.08331838073239632,0.06347727969674297,0.06862192656895592,0.12569445941103077,0.12169405390696215,0.10294682653635712,0.114783812831154,2.7969465772311914,2.8263766410162443,2.849173154288097,3.0425636679771912
34.0,0.3054511954920434,0.2976565489009748,0.001,5.784829687218827,0.01585752222143182,0.07939376540424024,0.07857398498585909,0.06343797673592623,0.06818794614458593,0.12316931132210053,0.12008448996237844,0.10778888388198658,0.11287755044041603,2.759521013259569,2.7720509763847763,2.909691602732471,3.027631653764637
35.0,0.2794404362555524,0.2707021566915062,0.001,5.764084477319653,0.01515100456905937,0.07751167015904076,0.07132844203105018,0.0593300861939104,0.05611923330249166,0.11540796534784965,0.1076106787447952,0.10130698733109471,0.09929340546381495,2.742291354514217,2.662010512899012,2.815157237796481,2.743070282857417
36.0,0.2732165673240875,0.217077248415092,0.001,6.1191526400313085,0.015400770813425758,0.07399759294874748,0.06954527089743653,0.05780207919085394,0.056470853473623954,0.1081930507454629,0.10394733354230223,0.09708156779724943,0.09715486563767713,2.6936520651519826,2.648350325326396,2.7106804637433863,2.7166888184951348
37.0,0.2651479515994264,0.32275330438443645,0.001,5.638753576518075,0.014573223412496413,0.07409816647341355,0.0672881503581667,0.0551229365676536,0.05406547478769628,0.10912773625974728,0.10154736266820458,0.09208265417583571,0.09410650887275832,2.6797892080682266,2.6313359663188254,2.6315131494783874,2.649388522708084
38.0,0.2604109693748228,0.20935558019995512,0.001,5.594658753137946,0.01459326044961328,0.0712710126288744,0.0646487784964995,0.05587138148577477,0.05402653631406082,0.10500378397329381,0.0965249851103235,0.09836062479497237,0.09541732562533213,2.643805351681354,2.5698075008419567,2.7283509831060435,2.692656948663891
39.0,0.28162956878866835,0.2376948163228951,0.001,5.6871694110167335,0.015021339299762114,0.07354396428667945,0.07076856520221214,0.05920361241032328,0.06309208758969129,0.11291484694903041,0.11245703639871159,0.09982756498604305,0.10995931604829548,2.7120343959824167,2.696853475384756,2.796551299720861,2.949597066575195
40.0,0.2912167964164331,0.2074772243269826,0.001,6.115392221090315,0.015615290718297422,0.07622168203883922,0.07152944743704966,0.06576518420449685,0.062085192017749924,0.11855490024357625,0.11135055054762934,0.11011030312279195,0.10349525138499542,2.7029970906074796,2.656121822133611,2.933490949571554,2.8157570394989198
41.0,0.27970093785034256,0.21844568250992688,0.001,5.509711468560615,0.014917205334549273,0.07409674591058943,0.06898806962135655,0.05981376834605935,0.06188514863778799,0.11561227859590724,0.10990008069637584,0.10403859754684718,0.11172165946670559,2.7026244639199506,2.622062683471934,2.8525965597908054,2.9113375788089515
42.0,0.2621990620735706,0.28945870950942704,0.001,5.261805812023889,0.014892004982067612,0.07183553370103347,0.06870239647316946,0.05213540793618599,0.054633718981113924,0.10267855402602291,0.09866714661882954,0.09041419936353301,0.0928802225211498,2.653720323199643,2.6169314206327923,2.6082839872706605,2.6476500423252576
43.0,0.26609077974641615,0.26308158002452503,0.001,5.2536483053653535,0.01406618273661025,0.07173137447949514,0.07071441973842273,0.054609824058299006,0.054968978733589025,0.10937954140701461,0.10721393630881754,0.09453860660493191,0.09832551138319376,2.68098617305717,2.7057210105712928,2.682246253181392,2.735796437393535
44.0,0.26409144329267653,0.19484071541184875,0.001,5.223932961450569,0.014145935076937271,0.07167576758704627,0.06707202238364242,0.057284557726433406,0.05391316051861706,0.10650445436541205,0.10494824498450367,0.0994023006388963,0.09558565393515042,2.687561165067076,2.629018138679735,2.7738714600307306,2.704683647406672
45.0,0.25529253819399694,0.20587299037137183,0.001,5.2413423353413,0.014111259666033035,0.06859873722292371,0.06476733920001472,0.05488508460652002,0.05293011749850561,0.10553906285972946,0.10085399386611205,0.09914877143638101,0.09684712174589213,2.648313287914273,2.6155835823517775,2.737660590309944,2.702766567725841
46.0,0.24050934655800296,0.2348083717817432,0.001,4.656557687633097,0.013800268489439977,0.06536090253949095,0.059550347794012616,0.0514148268716053,0.05038300086345412,0.0953481665238988,0.089217657535946,0.0890955856612825,0.09167362308939432,2.5634887962809807,2.477289917603587,2.5819117132256504,2.6334724617878855
47.0,0.24101689949539568,0.27634004963893066,0.001,5.088418450394838,0.013730022264893798,0.0661056926986913,0.06063769944132927,0.0499374223161749,0.05060606277430643,0.09882464530040441,0.09237076407525152,0.08860201000393068,0.09143044116872814,2.6117801062174677,2.5051499100004713,2.5559380522706974,2.6282140802159497
48.0,0.25499206201660213,0.3297823555530865,0.001,5.2546537057018865,0.013995222497149979,0.06756293748178012,0.06216784416700665,0.05624829475721799,0.055017763113447415,0.10077800382498622,0.09799498451538571,0.09571085095839815,0.09868460105692207,2.5921242083604263,2.5083164957031463,2.714217019167964,2.753050451527154
49.0,0.24076819715322487,0.22482935007509716,0.001,4.778594299110029,0.013344891854025286,0.06583380134338157,0.0611924477361016,0.04973936540054309,0.05065769081917315,0.10175375649989259,0.09688080645519649,0.08709166917562555,0.09168275769525741,2.609661697120887,2.5303900049015366,2.5399877247710365,2.6102572048473967
50.0,0.2331768819936098,0.2393213361001506,0.001,5.1110397229598155,0.01337354414451038,0.06390009602243019,0.057792199663135445,0.04839654271841289,0.04971449944512086,0.09488781839353529,0.08655536191480784,0.08554239472783849,0.09176511864313039,2.56246388584935,2.436736879319266,2.508049349363468,2.5884215392986305
51.0,0.22964309781562436,0.24139303917171118,0.001,5.230797227822222,0.01316575626475111,0.06291720584173395,0.05845125921253885,0.04713863518898194,0.04797024130761853,0.09458536878654712,0.09256226361285204,0.08659684647881494,0.08998342405063169,2.5607744002220887,2.4906004332933374,2.5299975315704977,2.5748376810854423
52.0,0.23937321422228286,0.2288981998295577,0.001,4.8567483436649805,0.013887895216052867,0.06278063381053735,0.06001669485258637,0.05039501648443145,0.052292973858674936,0.09212773876879435,0.09052387402982072,0.08838022930958603,0.09292858813632451,2.5012038587340557,2.4545210321660975,2.540793584833257,2.625416403804236
53.0,0.24815071175253237,0.22935576988763853,0.001,5.1262456201389766,0.013444562393820567,0.06559062851934624,0.06379071634324678,0.05236067558549814,0.05296412891062061,0.10034785220382025,0.09612154614864558,0.09419320801310793,0.0933811705445786,2.566365550497484,2.5507294983439794,2.620923632191268,2.656120851286727
54.0,0.22460726914987034,0.2723053107232479,0.001,4.804631149302287,0.013316074415521984,0.0629271750238944,0.055951126188337724,0.04807323405639799,0.04433965946571823,0.09674279165755893,0.08762281374574366,0.0853803572097323,0.08444125567733383,2.5287395107840402,2.414761045385852,2.494377984659359,2.4567572083576694
55.0,0.2306211132127104,0.21525344927561815,0.001,4.943710971008253,0.013824394210740993,0.06103661317447525,0.057150806825964955,0.04846397575319739,0.05014532324833166,0.09182077011326037,0.08718072273279984,0.08654816705087566,0.08997884936190381,2.482634464337806,2.396011041674791,2.510663472640151,2.5633727248055562
56.0,0.2260069608651427,0.20892247547010614,0.001,4.281386661057005,0.01318705758675084,0.06208383866278183,0.05726036848407521,0.046421619086112656,0.04705407704542213,0.09294261708334632,0.08891419772072497,0.08423392078193742,0.08769097383568454,2.51911651790445,2.456617879245336,2.479408974331719,2.5538194767136893
57.0,0.23112926414292367,0.2044270563143404,0.001,4.812181378154642,0.013662468736450653,0.06310823202736153,0.057372030329925695,0.047087846781437015,0.049898686267748675,0.09587976329359173,0.0886050986647082,0.08370038032178852,0.09279314892611917,2.5640072165898076,2.431583456466632,2.4736305971991324,2.625115849579061
58.0,0.21053948685137452,0.18540328342166634,0.001,4.170824112153136,0.012779275614053693,0.057099391362733974,0.05334708490671558,0.043062022894101895,0.044251712073769336,0.08501408660855285,0.08039780099497176,0.07884492557935838,0.08253250110834708,2.423097236090138,2.343936514468829,2.3768985115871675,2.4463399470649065
59.0,0.23820825021461756,0.1895092691351609,0.001,4.9980393026082535,0.013337446563828338,0.06475295902538657,0.05817881635152331,0.050640770745096056,0.05129825752878332,0.09684548119777603,0.09409409331777333,0.09163467528600609,0.09623023486522957,2.511635718076662,2.436767222895383,2.5667640604809514,2.671725365199638
60.0,0.2256624611698078,0.25521463600225663,0.001,4.839522494630175,0.01290079617564624,0.06006226846319116,0.054387859832331895,0.05080045762016421,0.047511079078474315,0.09201861476455049,0.08540844685571625,0.09266355468022586,0.09146767127238431,2.4633977667463776,2.3954043513891317,2.609212786416858,2.6064005853870493
61.0,0.22121965247155026,0.2501470946942677,0.001,4.208385644719165,0.013077730852448373,0.06227931748466378,0.052135428207071136,0.048752367441279476,0.04497480848608742,0.09361476366077454,0.08502085897326243,0.08605661585194553,0.08577160468848138,2.5113761306878315,2.340056739534238,2.5211323170389117,2.5101990646516015
62.0,0.22123604378193126,0.20820474827301705,0.001,4.137142201575013,0.012927195352556872,0.06028478123202435,0.05434864299451917,0.048073602698977064,0.04560182150385389,0.0874325847085161,0.0824807339078379,0.08463207939267299,0.08599245346450542,2.4742994061981833,2.385910136004013,2.4862265292333747,2.5191401614770266
63.0,0.21615562553379583,0.2215988340768543,0.001,4.3739084219239315,0.01305424620860481,0.059243540887421474,0.05202081664889353,0.04692077313117406,0.04491624865770195,0.09066603007348036,0.07980776364137272,0.08354721099006744,0.08235984808172254,2.476176776888717,2.3247187365789146,2.4709442198013494,2.447196961634451
64.0,0.20871253790489688,0.24596191902993647,0.001,4.1676920753572,0.012640490358534276,0.057326045694136914,0.050152841663867805,0.04624940818225233,0.04234375200610567,0.08717012979531794,0.07793300354776304,0.08488391888842156,0.08141601446816844,2.4432336956838014,2.284279832620129,2.497678377768431,2.4283202893633695
65.0,0.20220091105758894,0.1732330415736154,0.001,4.103242462271466,0.012785356784418436,0.055082257424461066,0.049645048083958344,0.04131096407320241,0.04337728469154874,0.08398979930430797,0.07816286775044837,0.0762323261083611,0.08245557625160378,2.3944146752479507,2.285404414776415,2.324646522167221,2.4491115250320745
66.0,0.2067208993481176,0.24644894862865416,0.001,4.384532107009544,0.012607868011595354,0.056766338527856494,0.04982489330495474,0.044752601549428395,0.042769197954282565,0.08728014035311482,0.07845449636536903,0.08196717836416785,0.0839340187410189,2.438591466714414,2.291179863487166,2.4058705833996306,2.43679236177773
67.0,0.1945941866656183,0.17377814187281757,0.001,4.08938165496163,0.01225181984107962,0.05303854924409976,0.049952049909591206,0.04035471267837039,0.03899705499247735,0.07967635369147923,0.08053383685774591,0.07499603076407169,0.07487149835281891,2.337709600979641,2.2915152187874743,2.2909507591773473,2.2824081471370117
68.0,0.19356209115635575,0.23505355996907687,0.001,4.111692049127667,0.01245332651129203,0.05265396252569723,0.04723290053644389,0.0403950461403543,0.04082685544256828,0.08031730780236493,0.07470618695022511,0.07559045334186164,0.08077090845639058,2.3312416591807206,2.2156125181734083,2.311809066837233,2.415418169127811
69.0,0.2155641960817412,0.20345987244081487,0.001,4.72403220717245,0.012787320657254348,0.05899798430386395,0.05252926751546808,0.046361722664812414,0.04488790094034249,0.0911295767843368,0.08557717970899048,0.08274880533916446,0.08518266015771737,2.4319818535901687,2.3328110613070057,2.4505734351804804,2.486485091014679
70.0,0.18728893083998074,0.14396510210065847,0.001,4.203371442205772,0.011662993133870278,0.05182652764771063,0.04445788873039562,0.03931749793692101,0.04002402339108314,0.0787680526140657,0.07159578187387326,0.0749039611116155,0.07961886412371141,2.3376186197662294,2.1947108232079673,2.29807922223231,2.389096756774479
71.0,0.19355332865182143,0.1643265092344624,0.001,4.079533583704072,0.01224522884690562,0.05377057651297033,0.04727439656031084,0.04231049369017986,0.037952633041454756,0.08183252072208078,0.07618554581442114,0.07987646139434224,0.07416295399633291,2.3608095626831083,2.2542660854712064,2.383538582303452,2.2589959528014845
72.0,0.19746470811409875,0.20483772063044928,0.001,4.0395291036306755,0.012002692165926712,0.054915147388953416,0.04913363294747258,0.04051702490614822,0.040896210705597805,0.08527187041348715,0.07900991331697131,0.07615204933969459,0.08066300171322684,2.374976301019275,2.271240705584457,2.323040986793892,2.3940103691023142
73.0,0.21516085512797975,0.2480327461858239,0.001,4.404619523006477,0.012630125833923393,0.059158455537458375,0.05264236382107234,0.046919745038264085,0.043810164897261535,0.09092002851861189,0.08663495679445447,0.08437712899817036,0.08517828614581588,2.455213276735483,2.3777895315188813,2.4785232968397763,2.4759467262598864
74.0,0.20478553621361847,0.16504394080680038,0.001,4.196411889717298,0.012505032031010421,0.05543586563688807,0.049705109847686633,0.04488320502841494,0.042256323669618324,0.08915818751259719,0.08134667840922362,0.08360035226778058,0.08134440483953514,2.394337749230267,2.299795811545248,2.441447867787095,2.4127730147428874
75.0,0.2004179378636309,0.16013569946978937,0.001,4.029343635904135,0.011893067331601958,0.055656359441076005,0.04893555154501021,0.04330567740625517,0.040627282139687575,0.08687521657925648,0.07738281293717718,0.07969312669627832,0.07903357228050732,2.418058946435135,2.2785591751735104,2.393862533925566,2.3806714456101465
76.0,0.2075271324469325,0.19177965088237517,0.001,3.8053756516176906,0.012409335195297806,0.055714454168718716,0.05144445886482427,0.044658871525826725,0.043300012692264966,0.08621737887110273,0.08382562078756675,0.08400001717986093,0.08365036884843463,2.4004755577460792,2.332401316540825,2.450663717419375,2.46405243434015
77.0,0.2199575573638831,0.313297708305063,0.001,3.9118296466553213,0.013162461868561178,0.05857045812566563,0.05389478907323265,0.04732575245301065,0.04700409584341292,0.0896560655183556,0.08556354818415329,0.08546669623133034,0.08848756618350102,2.456396199637671,2.3590756231279717,2.4934022545970214,2.548523168935292
78.0,0.2004437239641107,0.150303454786306,0.001,4.118770472661863,0.012254423353081672,0.05385985301954639,0.04787546851313721,0.044337779742669337,0.04211619933567607,0.08576253209477222,0.07637474897527154,0.08282785898136412,0.08232242584060667,2.3570006277399713,2.2238780433037646,2.401772745968773,2.405628108740141
79.0,0.18871876290598139,0.18803786720774388,0.001,4.054776796273402,0.0116127461393626,0.050910541670327776,0.044871924347959516,0.03998892662353083,0.04133462412480076,0.07930205485373809,0.07255229133841777,0.07595924743688394,0.08041077716256713,2.3148914239655647,2.1866076629758577,2.319184948737679,2.4008656152077297
80.0,0.18686136616758645,0.138996288074521,0.001,4.162614733147783,0.01208127983618327,0.05120191441420251,0.045272470194907495,0.040160817491591415,0.03814488423070175,0.08018226043357571,0.07424872958850996,0.07798867620489829,0.0766486928158138,2.3200558505141493,2.2060381073493813,2.314542159614698,2.2973829406647552
81.0,0.1867886861751259,0.156117440858671,0.001,3.8001588745454273,0.01196740754660335,0.0505166603402934,0.04545795524202536,0.039325719777227215,0.039520943268976545,0.07730939069872307,0.07381980982663985,0.07506373364795797,0.07611141354161549,2.295748852250235,2.2147486587571295,2.3012746729591584,2.3194667959039563
82.0,0.17592005776947883,0.17852275060784437,0.001,3.7198703977533576,0.011400198642074493,0.049148443980623374,0.0433225187606051,0.036682687986181454,0.0353662083999944,0.07460205316270233,0.07050716059865303,0.07180449662656412,0.0725358897713332,2.264303823744049,2.162299745211462,2.236089932531282,2.250717795426663
83.0,0.21468379295568948,0.21327717156216588,0.001,4.352887342348198,0.012551596050869574,0.058681977130365874,0.0509356777893286,0.047687818884151724,0.04482672310097378,0.09365867525463202,0.08438374452114665,0.08697026083078824,0.08449717187651774,2.4501776249465648,2.307952267434499,2.5075876030558715,2.4863246982111122
84.0,0.203958007912471,0.22810456165523096,0.001,4.400140518837173,0.012437101565934545,0.05646082760522693,0.048851415562028454,0.04414778612829961,0.04206087705098139,0.0841543346714596,0.07561595466675225,0.08195751919232688,0.07938470209939355,2.404885562127888,2.262482471917994,2.4287826906986982,2.38322010183761
85.0,0.20090997629616203,0.20933013494000674,0.001,4.125790431613134,0.012176551880260716,0.05385118171285031,0.04821763647455207,0.044566792897954156,0.042097813330544645,0.08589461647844072,0.07773411181489993,0.08355798169382933,0.08218382449574628,2.372531411429064,2.2637451851787214,2.4692802393878734,2.4236810769160586
86.0,0.19967086107333037,0.18349078762699841,0.001,4.348425252017519,0.01214681945189862,0.05381692481082595,0.04799168570207736,0.04249112163506836,0.043224309473459975,0.08732542850337212,0.0810818042791294,0.0826389114712552,0.08469906004079149,2.3967214640968764,2.26962839957213,2.42638483631417,2.4879405657456557
87.0,0.19614729843463935,0.1708695020756323,0.001,3.960306297389159,0.012235754187197925,0.051677767813059806,0.04705363540971388,0.04354052625622908,0.04163961476843862,0.07943626949238607,0.07789962649965446,0.07877270797534476,0.080725419101471,2.303227558324875,2.258794052045609,2.3754541595068956,2.399290846383286
88.0,0.18382649631349238,0.15172131983968942,0.001,3.620677799914065,0.011630591367131194,0.050682563094600286,0.04353628999815474,0.04060444750543775,0.03737260434816849,0.07728084532941079,0.07126026828056066,0.07649868147943244,0.07471136313736493,2.2947591959979383,2.1576852228125767,2.317893686166244,2.286052754751581
89.0,0.1947864044835248,0.15606114794521644,0.001,4.21918906972733,0.012057815608293151,0.05079894624376886,0.04720227614554885,0.04272811277160293,0.041999253714311055,0.07831615164276125,0.07635917960339257,0.08294591400152701,0.0814919332225996,2.2844437026736237,2.2182468893973906,2.4209066504205268,2.3952990820677633
90.0,0.18401274170537923,0.1807264861757136,0.001,3.7062351318564715,0.01169040024388895,0.050259326118455475,0.04339288511593948,0.040037637655707684,0.03863249257138774,0.08028323419842397,0.07187082460548319,0.07546727134187782,0.07718573813974991,2.281049151916397,2.153216734521847,2.271886613632108,2.3263064765823698
91.0,0.18292314433881443,0.17884984100644943,0.001,3.569851385622621,0.012027156605762953,0.050669642717678084,0.043182408103771115,0.03945999274447473,0.037583944167127625,0.07406240208862197,0.06707116556821031,0.07190067833110077,0.07348351647379579,2.261049438400841,2.134216374432676,2.238013566622016,2.269670329475917
92.0,0.17984526173724588,0.1479978927367282,0.001,3.5023036132675154,0.01136150144362307,0.049319321220823546,0.04212704203938038,0.039127186710300105,0.03791021032311879,0.07632358100963041,0.06820583155405617,0.0753637310752518,0.07510995921918054,2.275940758960103,2.113231154524343,2.3072746215050355,2.30219918438361
